scheme_name,amfi_code,trading_day,nav_p05,nav_p25,nav_median,nav_p75,nav_p95,starting_nav
ABSL Small Cap Fund - Regular - Growth,101207,48,45.29580504529373,50.368052975179985,54.41974989858237,58.616487064535974,65.53741424663183,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,49,45.20333669591176,50.33238073107567,54.399851573227096,58.70945499557372,65.64161829852542,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,50,45.121952474428966,50.35816121309913,54.399709163271936,58.731188029731115,65.7915591777243,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,51,45.07168220650014,50.262478742700885,54.38935267467836,58.844563230185415,65.93955704868632,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,52,45.011649032339655,50.25367937118999,54.36061460055667,58.8800736885638,66.19168787933383,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,53,44.95424093861125,50.19846649773575,54.358975365563936,58.92827693917088,66.29649935648938,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,54,44.88623702533988,50.17869733214093,54.371365774590856,59.04255993544102,66.27552348269444,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,55,44.860654346002555,50.20038119089804,54.412268154461124,59.08288848881569,66.53568576516689,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,56,44.70844260620018,50.10142633247793,54.3987490465733,59.093417378540366,66.5219117963518,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,57,44.545570093090014,50.078351695584324,54.429572197146115,59.04738436499712,66.66853671973502,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,58,44.523589495216946,50.08640672246358,54.42876955759345,59.14165801604563,66.65910353533714,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,59,44.36378129913429,50.09542143360472,54.45213728203457,59.15868178641852,66.8752936047731,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,60,44.33721033649157,49.99113241818207,54.446702006009005,59.19367840690793,66.94841110118294,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,61,44.33691960520055,49.98894332199821,54.44271136245233,59.29993275501473,67.2067715133453,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,62,44.299479140230574,49.95838102760493,54.427087308770766,59.29875793981145,67.30029197369164,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,63,44.15281555933487,49.890305786019795,54.45104241462191,59.36390123282929,67.39628560604584,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,64,44.02646907099641,49.84086175649615,54.449297078970325,59.40933376840035,67.60433162714875,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,65,43.99041462241398,49.841781987297395,54.40912918801469,59.462144250484,67.60451968282628,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,66,43.944664949474735,49.81052329200274,54.428914496989506,59.551701275092164,67.70235954601148,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,67,43.875696558613285,49.755242301702545,54.40429340988553,59.58582356886969,67.8035032606774,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,68,43.8621081628225,49.75224813207944,54.42272775849112,59.58750830839165,67.87565336671804,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,69,43.76637530701646,49.733313770730796,54.41503897938857,59.63144480325693,68.05525839767935,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,70,43.66237801312495,49.6907137923006,54.45799201347855,59.688175203987186,68.10136070452856,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,71,43.53296613284926,49.639269085821766,54.47806136331616,59.70938242119952,68.33253409937643,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,72,43.515585490875054,49.68532109140121,54.519938515380524,59.74572589415256,68.3619378794861,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,73,43.4153808791108,49.703488404218184,54.52934236089051,59.90680546011606,68.51034240971404,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,74,43.29779995791335,49.673471218836866,54.538096027658455,59.91300536340189,68.59156178844471,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,75,43.190065508447546,49.68252261922385,54.58714868728436,60.01231163940406,68.56686798966301,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,76,43.12866302993506,49.62529597734677,54.6436634316245,60.08105315377985,68.73563523730007,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,77,43.24196186827193,49.63939694544622,54.644852657459545,60.055035781668366,68.91714889394585,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,78,43.136359275190976,49.60092857833107,54.64712432226344,60.096222468085145,69.01135615842345,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,79,43.08751070968127,49.59964213323303,54.687921487025065,60.1299694954695,69.10483995920147,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,80,42.9602293946825,49.54520480907521,54.692208111978,60.24237719386895,69.27887626403141,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,81,42.94483170324023,49.50808755147912,54.70552511755828,60.2348604421447,69.34890956166633,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,82,42.83634908433582,49.51326611227654,54.67448755902876,60.438353007501036,69.29578268377915,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,83,42.86419991444908,49.485523992111276,54.592886351087024,60.41318383180956,69.56216207740157,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,84,42.78955868215263,49.48161877123222,54.61947006847559,60.42196442636475,69.68336674114819,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,85,42.746318896228644,49.42795778375092,54.58768809411495,60.44396132200654,69.97375932151215,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,86,42.68416591914439,49.421100817006334,54.59230850992996,60.54147941146422,70.0429908435675,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,87,42.516602585457505,49.4022453307841,54.65616455686569,60.555579851458326,70.1707934430273,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,88,42.441636642728675,49.442597601413155,54.705584901979066,60.609227964099254,70.17775424685804,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,89,42.415244203283876,49.34544966142808,54.65892772144123,60.61295060944145,70.349995026182,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,90,42.31052247045092,49.355561833351295,54.68285280828803,60.725607828425844,70.40963329097453,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,91,42.3005610898346,49.37678941446631,54.71868413492078,60.756398526662366,70.4869477578112,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,92,42.25887585691507,49.3139624757627,54.77711953574713,60.83335086596614,70.67475718073442,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,93,42.14948266645526,49.29140064829099,54.74249745223536,60.807971710981995,70.98757486145168,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,94,42.185664692985625,49.23476627929426,54.79124870273034,60.861419273111395,70.9229650536868,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,95,42.078816909485546,49.25872127120917,54.85298179217186,60.936335695718036,71.00043979355728,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,96,42.11543058716202,49.21058248325814,54.877855670009126,60.99558218591224,71.22445052086691,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,97,42.11391102292902,49.24136378049343,54.867490113423855,61.02659580811837,71.39368456458263,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,98,41.96250780961475,49.19320248659986,54.85454259811743,61.076216152993695,71.34950320609767,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,99,41.91806450774648,49.18143939602478,54.89852867311579,61.155185544419055,71.65008749722446,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,100,41.98602562529796,49.06340088131562,54.92593142588055,61.17034646255664,71.64876901228214,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,101,41.85076422753224,49.18026492356152,54.93620472701572,61.168213940098525,71.88313391810588,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,102,41.86008099059089,49.14249521688076,54.92919029182265,61.1941032624449,71.90816978948608,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,103,41.6823589172807,49.10871239561939,54.95240703945693,61.22137725120514,72.18530977227016,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,104,41.679037383637414,49.041322560353905,54.94511595223596,61.30993158822902,72.07577732325323,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,105,41.647722755693096,49.028583506959876,54.9991144820773,61.38769641074035,72.26322309765851,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,106,41.63171119264707,48.92488988986569,54.94695798294735,61.37976541370224,72.4233524374459,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,107,41.67077055260579,48.958527424014235,54.99768095412956,61.447430319505465,72.46546761935664,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,108,41.50496997812527,48.94114868985803,55.00373517098155,61.483605171691174,72.56761734430903,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,109,41.57357181887878,48.89389091423735,55.01898329687617,61.65671446308889,72.75874865757714,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,110,41.56021303353088,48.92531388523603,55.02023167434798,61.6789966581572,72.87657435662132,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,111,41.440936472807294,48.9164833667405,55.00207109674963,61.67096034605586,72.98117866234382,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,112,41.52607879491601,48.87681770939081,55.08470367986776,61.738353227274644,73.18047662624828,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,113,41.349599592271666,48.81181866713182,55.05299754643708,61.74033683587374,73.36044837980407,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,114,41.359450463414646,48.85879783011126,55.065134614300824,61.799845310956634,73.19271604035701,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,115,41.3461794492442,48.850892962790674,55.05639568909919,61.844600827781804,73.44985071000676,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,116,41.263483086626984,48.86714529156039,55.04360197026976,61.93900466699802,73.61134413472082,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,117,41.06891732024012,48.84548723931615,55.0154158749265,62.00346821296408,73.7375526671984,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,118,40.93741348053372,48.78712325334568,55.09982947768205,61.984657805434644,73.73686397516056,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,119,41.01856949739579,48.78937052012539,55.14028406534601,62.03785001346674,73.95625360329694,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,120,40.950970441982136,48.79806565472346,55.08741158633131,62.08472124360508,73.9128568645826,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,121,40.912559152304176,48.724477338124444,55.171096882674064,62.1160997029421,74.03197956710757,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,122,40.972113507563854,48.73990197783057,55.18578442398696,62.10295306840664,74.15465499765905,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,123,40.93000733683578,48.716166533304076,55.17824900853206,62.15827988864646,74.2889151981271,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,124,40.84903759867374,48.68438327763905,55.14715781684867,62.215222286038525,74.5349861040231,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,125,40.816730619651835,48.73180306744765,55.17538228858948,62.28820764691619,74.50683076854757,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,126,40.722842032234226,48.710963047303515,55.22452407824296,62.39550854811853,74.74374215905004,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,127,40.740050974340015,48.792967731716516,55.22402551703096,62.40682853946862,74.70389369571733,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,128,40.713863854509746,48.671634688135555,55.283673244953505,62.32303662197726,74.81645222989114,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,129,40.61264733596144,48.67373348457123,55.262588058722784,62.42429568918814,74.64049696975324,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,130,40.639595528456844,48.637873207567424,55.2786454189264,62.3973765759671,74.84490644876968,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,131,40.68417615205904,48.68029421754563,55.27443109340608,62.39983431590662,74.9358424656959,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,132,40.63570365520814,48.621037364240706,55.24641226420183,62.53140993701169,75.16856526228462,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,133,40.635828558522256,48.70736212878788,55.33565922881073,62.57685011896548,75.46548380958502,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,134,40.699489087630845,48.6588883879009,55.312654303266314,62.563993875587656,75.47836903609766,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,135,40.49799168026452,48.63926517432965,55.297645181426105,62.67477676701548,75.64575647319708,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,136,40.518054493276246,48.619988130608945,55.25051718173877,62.638443521704595,75.44552418213082,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,137,40.45440711194229,48.616859702853255,55.29879326689205,62.7347952362537,75.55414373624428,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,138,40.3247626391753,48.677730933464915,55.33956490902942,62.72126152032254,75.73042658153666,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,139,40.32607876353009,48.720100692974924,55.33836435448379,62.786059282798,75.96021577176016,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,140,40.36872081084364,48.71619691581777,55.31155238516377,62.88697521857664,75.98269433225424,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,141,40.24569905411108,48.571454929965,55.28481846022979,62.93703569165325,76.16558033167195,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,142,40.23346120769884,48.578774079346644,55.30567211522755,62.933053537755896,76.0843796259466,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,143,40.18659068344895,48.51106801881515,55.2585584634065,62.908069732537584,76.15808394111075,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,144,40.189208528051175,48.57437227438401,55.289391861106935,62.97307500756746,76.23161173919668,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,145,40.15301090747747,48.52293195132153,55.2875529355817,63.038564160824805,76.55616947948505,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,146,39.96035110453003,48.53075323028337,55.28001308568992,63.05640959966413,76.52450205448223,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,147,40.040362047227994,48.52610788886517,55.26879864875548,63.18460337112818,76.56041376621967,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,148,39.91128703729071,48.50555184880072,55.28500038719575,63.248953851668304,76.74752611611494,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,149,39.90322318898702,48.529845979646836,55.311404329687036,63.3934736969899,76.68143606760327,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,150,39.89585838928361,48.50274256836753,55.340656447701726,63.39988151434942,76.66516705408732,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,151,39.899802486214405,48.488625011317524,55.34785490086996,63.44711990869742,76.8404665101845,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,152,39.91004674042069,48.42980451347592,55.3964405662987,63.42154221381174,77.07963678166229,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,153,39.8667778846726,48.38530158055043,55.38164098258859,63.50357475964271,77.24940504380524,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,154,39.851532271415884,48.43029014469947,55.462260653185865,63.484355008698415,77.07833485232979,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,155,39.792467366477084,48.38028079650505,55.45615582591445,63.55138557555866,77.23192700424967,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,156,39.72685129398409,48.36511231434076,55.44166346114247,63.63486075912921,77.3733964340977,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,157,39.6256845115631,48.341030968432236,55.500001800372075,63.64671474729516,77.56807967908537,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,158,39.63331642003033,48.32165502670536,55.50730186144152,63.61043665159523,77.57343507590166,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,159,39.53648833655771,48.428207900060386,55.4986426273277,63.756126479554595,77.71674018817983,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,160,39.608635955812666,48.40989941619957,55.50915153961569,63.789843856941985,77.97295745998589,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,161,39.6153479102525,48.37990941592149,55.51312652797272,63.82913559069412,78.10206966830665,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,162,39.48167270147534,48.320355888277746,55.52316569431469,63.763341953722374,78.15110635841994,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,163,39.44125855028289,48.336521893253355,55.544215888340446,63.80048261972979,78.35036669927138,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,164,39.492930946509404,48.37170681030257,55.50662641870095,63.854891850810475,78.40981637155875,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,165,39.44472022982268,48.35683959142881,55.51636010279958,63.83550295377435,78.59259141605654,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,166,39.407519387145626,48.33131813063778,55.56414271789417,63.90500007596746,78.60435345429872,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,167,39.46659713294919,48.32174982557606,55.66565067554488,63.99466988308736,78.5895455240024,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,168,39.403048292328755,48.26489619164411,55.573481108779966,63.90741476707866,78.8728836663267,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,169,39.24843453812166,48.27301870812454,55.582015342586516,64.0513380437643,78.89742510237404,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,170,39.30703310669303,48.239660625060736,55.61669279491474,64.0452430990002,79.10835277868625,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,171,39.43589007488139,48.23231056620621,55.51475505511907,64.0274965517434,79.32730513832125,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,172,39.255877914391846,48.25612675332267,55.55261891890687,64.00980910530049,79.36362835899934,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,173,39.331928045805604,48.26022725627231,55.64769157389608,64.14068150983226,79.24235420987806,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,174,39.281829193967994,48.20511526554868,55.69354367851287,64.124375357628,79.33284930890049,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,175,39.08604126001352,48.16828101796352,55.72770380244557,64.12502266895956,79.27783323434744,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,176,39.163680695644864,48.10558672421049,55.7156009787913,64.19247796377682,79.43311890157405,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,177,38.96065048590146,48.15744297907004,55.655286292204806,64.295992324649,79.32677278178807,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,178,38.96313720867241,48.12356878401222,55.62450577007849,64.31899361414183,79.24404597916062,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,179,38.93586182137734,48.11532983958425,55.60417088019056,64.36993722167904,79.43473792929535,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,180,38.93377520208301,48.109074004437566,55.69963600136563,64.40849875378632,79.69947167891095,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,181,38.80906326172356,48.12313336948216,55.799735875019564,64.37104424141961,79.91671903544058,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,182,38.83689243987568,48.13467373068875,55.84608059463672,64.40212007154518,80.1224335796904,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,183,38.85320280032042,48.050356634472024,55.779351055118624,64.58222172355048,80.27918899172363,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,184,38.736877268426134,48.10613538962622,55.781630168880525,64.62969382680946,80.39951449411701,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,185,38.624988930132766,48.037349450563184,55.801963998330905,64.6737879958978,80.23389326265543,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,186,38.73498455897994,47.9690412447894,55.80762737370799,64.72343465408116,80.44242867658707,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,187,38.64647120793715,47.92329133604536,55.88935545304183,64.7281267251884,80.48475743219217,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,188,38.63437230731938,47.9207008942173,55.86586299656033,64.73545623890016,80.59614668723346,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,189,38.55179637198861,47.8619587683319,55.918753426301336,64.79919483791473,80.80095033917016,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,190,38.61310678724986,47.88520456625467,55.9482445020685,64.84525072905949,80.65137578160699,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,191,38.49787597823346,47.90676504794918,55.93131756118709,64.77446392623962,80.72637173821529,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,192,38.453411009934115,47.87534843984609,55.955059396897234,64.93362683699829,80.88598577030457,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,193,38.4180689288883,47.87794872933607,55.93180991990222,64.94849850824517,80.96731225952858,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,194,38.370602060752354,47.83332668384269,55.85910711837289,65.00112686414877,80.71397446824732,53.9836
ABSL Small Cap Fund - Regular - Growth,101207,195,38.27929228043036,47.7626762817826,55.97567430208277,65.04522733422611,80.91282738970999,53.9836
